Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
10,-,#10-B3-MAPIBr_1_3_10mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,10,100,3109.227455,15386.0091,2799.092575,21294.32913
11,-,#11-A3-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,2728.86946,32771.78913,11386.76962,46887.42821
12,-,#12-D4-MAPIBr_1_3_10mM_100C_cap10-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,10,10,100,17395.91123,50120.31166,37062.91667,104579.1396
13,-,#13-C4-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,19029.42067,59900.50584,50131.50467,129061.4312
14,-,#14-B4-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,6007.532012,34947.95327,10979.35076,51934.83604
15,-,#15-A4-MAPIBr_1_3_10mM_100C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,03,10,100,2888.483647,42287.22175,28501.08296,73676.78835
16,-,#16-D5-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,19839.01086,56247.28754,47120.88861,123207.187
17,-,#17-C5-MAPIBr_1_3_10mM_100C_cap9-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,09,10,100,2324.612641,13419.66961,3543.227578,19287.50983
18,-,#18-B5-MAPIBr_1_3_10mM_100C_cap3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,03,10,100,18689.46801,60439.56876,44614.24427,123743.281
19,-,#19-A5-MAPIBr_1_3_10mM_100C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,07,10,100,3488.794538,36306.992,23821.17491,63616.96145
20,-,#20-D6-MAPIBr_1_3_10mM_100C_cap9-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,09,10,100,4309.872612,17893.26928,7624.652787,29827.79468
21,-,#21-C6-MAPIBr_1_3_10mM_100C_cap6-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,06,10,100,16398.80605,51857.63749,35486.21468,103742.6582
22,-,#22-B6-MAPIBr_1_3_10mM_100C_cap7-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,07,10,100,9856.625028,50471.82084,41207.25629,101535.7022
23,-,#23-A6-MAPIBr_1_3_10mM_100C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,01,10,100,2643.713522,41661.89494,27499.71063,71805.31909
24,-,#24-D7-MAPIBr_1_3_10mM_100C_cap6-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,06,10,100,12536.7495,41196.7796,28270.51108,82004.04018
25,-,#25-C7-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,10702.4717,40126.97179,28997.47647,79826.91997
26,-,#26-B7-MAPIBr_1_3_10mM_100C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,02,10,100,8419.333371,46319.32472,34293.47036,89032.12846
27,-,#27-A7-MAPIBr_1_3_10mM_100C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,04,10,100,8128.030466,31841.38715,19115.44275,59084.86037
