Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
18,-,#18-B5-MAPIBr_3_1_10mM_100C_cap7-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,07,10,100,19332.32881,23820.26129,9867.954265,53020.54437
19,-,#19-A5-MAPIBr_3_1_10mM_100C_cap10-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,10,10,100,24961.59673,26073.35026,5394.082171,56429.02916
20,-,#20-D6-MAPIBr_3_1-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,0,0,0,26197.10142,23474.37238,2364.824918,52036.29872
21,-,#21-C6-MAPIBr_3_1_10mM_100C_cap8-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,08,10,100,26368.27582,21372.52219,1929.513589,49670.3116
22,-,#22-B6-MAPIBr_3_1_10mM_100C_PTAI-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,PTEAI,10,100,16871.67513,12596.54002,2442.113128,31910.32828
23,-,#23-A6-MAPIBr_3_1_5mM_100C_cap8-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,08,5,100,25463.41015,26318.769,1936.245829,53718.42498
24,-,#24-D7-MAPIBr_3_1_10mM_100C_cap9-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,09,10,100,31986.46134,24287.18989,3285.218604,59558.86984
25,-,#25-C7-MAPIBr_3_1_5mM_100C_cap6-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,06,5,100,29141.97845,28535.96189,4003.942592,61681.88293
26,-,#26-B7-MAPIBr_3_1_5mM_100C_cap9-MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,09,5,100,29141.84804,25781.17069,5005.88378,59928.90251
27,-,#27-A7-MAPIBr_3_1_10mM_75C_cap6 -MAPbI0.75 MAPbBr0.25 MAPbCl0.0 ,0.75,0.25,0,06,10,75,29353.2914,26620.20864,9181.922324,65155.42236
