Num,Comments,Sample,MAPbI,MAPbBr,MAPbCl,Capping,Concentration,Annealing,Red,Green,Blue,Merit
15,-,#15-A4-MAPIBr_1_3_5mM_100C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,5,100,2190.990813,24155.99384,5395.680811,31742.66547
16,-,#16-D5-MAPIBr_1_3_5mM_75C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,01,5,75,14702.99018,50906.98237,37899.51039,103509.4829
17,-,#17-C5-MAPIBr_1_3_5mM_75C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,04,5,75,14610.50622,40779.44706,23944.64274,79334.59602
18,-,#18-B5-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,10753.63089,42069.23409,20801.97718,73624.84216
19,-,#19-A5-MAPIBr_1_3_10mM_75C_cap4-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,04,10,75,10918.15891,37148.31847,23602.66646,71669.14384
20,-,#20-D6-MAPIBr_1_3_5mM_75C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,05,5,75,6252.133357,28389.52636,7997.339174,42638.99889
21,-,#21-C6-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,12461.54131,36850.48902,19417.05603,68729.08637
22,-,#22-B6-MAPIBr_1_3_10mM_100C_cap1-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,01,10,100,6338.494884,44437.18489,28780.16865,79555.84842
23,-,#23-A6-MAPIBr_1_3_5mM_75C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,02,5,75,4411.301547,40493.68998,21720.70123,66625.69276
24,-,#24-D7-MAPIBr_1_3-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,0,0,0,12039.74304,31865.65289,17315.22958,61220.6255
25,-,#25-C7-MAPIBr_1_3_10mM_100C_cap2-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,02,10,100,11109.9021,42393.77422,20092.45985,73596.13617
26,-,#26-B7-MAPIBr_1_3_10mM_100C_cap5-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,05,10,100,1129.381398,28301.80885,6008.645791,35439.83603
27,-,#27-A7-MAPIBr_1_3_5mM_75C_PTAI-MAPbI0.25 MAPbBr0.75 MAPbCl0.0 ,0.25,0.75,0,PTEAI,5,75,2740.684112,17693.96948,2638.582783,23073.23637
